ID,French1,British1,Portuguese1,Spanish1,Russian1,Austrian1,Prussian1,Commander1,LineInfantry1,LightInfantry1,GrenadierInfantry1,YoungGuard1,OldGuardInfantry1,MilitiaInfantry1,FootArtillery1,GuardFootArtillery1,HorseArtillery1,GuardHorseArtillery1,LightCavalry1,LightLancerCavalry1,GuardLightCavalry1,HeavyCavalry1,HeavyCuirassierCavalry1,GuardHeavyCavalry1,RifleLightInfantry1,GuardGrenadierInfantry1,RocketBattery1,GuardLightInfantry1,MilitiaLancerCavalry1,CossackCavalry1,GrenzerInfantry1,ReserveInfantry1,FieldWorks1,Castles1,VictoryPointsOnSide1,VictoryPointsToWin1,French2,British2,Portuguese2,Spanish2,Russian2,Austrian2,Prussian2,Commander2,LineInfantry2,LightInfantry2,GrenadierInfantry2,YoungGuard2,OldGuardInfantry2,MilitiaInfantry2,FootArtillery2,GuardFootArtillery2,HorseArtillery2,GuardHorseArtillery2,LightCavalry2,LightLancerCavalry2,GuardLightCavalry2,HeavyCavalry2,HeavyCuirassierCavalry2,GuardHeavyCavalry2,RifleLightInfantry2,GuardGrenadierInfantry2,RocketBattery2,GuardLightInfantry2,MilitiaLancerCavalry2,CossackCavalry2,GrenzerInfantry2,ReserveInfantry2,FieldWorks2,Castles2,VictoryPointsOnSide2,VictoryPointsToWin2,CommandCards1,CommandCards2,TacticianCards1,TacticianCards2,MoveFirst1,MoveFirst2,1Won,GuerrillaRule1,GuerrillaRule2,GuerrillaCounter1,GuerrillaCounter2,MotherRussiaRule1,MotherRussiaRule2,MotherRussiaNoSaber1,MotherRussiaNoSaber2,MotherRussiaNoCavalry1,MotherRussiaNoCavalry2,IronWillCounter1,IronWillCounter2
2485,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2495,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2505,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2515,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2525,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2535,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2545,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2555,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2565,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2575,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2585,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2595,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2605,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2398,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,3,0,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0
2368,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,3,0,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0
2407,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,3,0,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0
2416,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2417,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2426,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2427,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2436,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2437,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2446,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2447,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2456,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2457,1,0,0,0,0,0,0,4,7,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2466,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2467,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2476,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2477,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2486,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2487,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2496,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2497,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2506,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2507,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2516,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2517,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2526,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2527,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2536,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2537,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
2546,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2547,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2556,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2557,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2566,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2567,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2577,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2587,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2597,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2607,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2576,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2586,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2596,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2606,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,1,0,0.76,0,0,0,0,0,1,0,0,0,0,0,0
2766,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2768,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2767,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2776,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2777,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2778,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2779,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2780,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2781,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2782,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2769,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2771,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2770,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
2783,0,0,0,0,1,0,0,3,6,2,3,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,6,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0
